,Active Players,Age,Pos.,Status,Adj. Salary
8824,Chase De Jong,28,RP,Pre-Arb,"$646,128"
8825,Penn Murfee,28,RP,Pre-Arb,"$646,128"
8826,Erasmo Ramirez,32,RP,Vet,"$646,128"
8827,Bryan De La Cruz,25,CF,Pre-Arb,"$643,914"
8828,Bobby Dalbec,27,1B,Pre-Arb,"$643,372"
8829,Kris Bubic,24,SP,Pre-Arb,"$643,208"
8830,Enyel De Los Santos,26,RP,Pre-Arb,"$642,282"
8831,Glenn Otto,26,SP,Pre-Arb,"$642,282"
8832,Aristides Aquino,28,RF,Pre-Arb,"$640,096"
8833,Abraham Toro-Hernandez,25,3B,Pre-Arb,"$638,067"
8834,Connor Brogdon,27,RP,Pre-Arb,"$636,498"
8835,Nabil Crismatt,27,RP,Pre-Arb,"$634,240"
8836,Brendan Donovan,25,LF,Pre-Arb,"$630,744"
8837,Matt Reynolds,31,3B,Pre-Arb,"$623,052"
8838,Kyle Bradish,25,SP,Pre-Arb,"$615,360"
8839,Kirby Snead,27,RP,Pre-Arb,"$615,360"
8840,Matt Festa,29,RP,Pre-Arb,"$615,360"
8841,Matt Vierling,25,OF,Pre-Arb,"$615,012"
8842,Joey Bart,25,C,Pre-Arb,"$614,146"
8843,Connor Overton,28,RP,Pre-Arb,"$611,514"
8844,MJ Melendez,23,DH,Pre-Arb,"$603,822"
8845,John Schreiber,28,RP,Pre-Arb,"$599,976"
8846,Jose Miranda,24,SS,Pre-Arb,"$596,130"
8847,Keston Hiura,25,2B,Pre-Arb,"$592,722"
8848,Jake Meyers,26,OF,Pre-Arb,"$589,504"
8849,Austin Voth,30,SP,Arb 1,"$576,960"
8850,Joel Kuhnel,27,RP,Pre-Arb,"$576,900"
8851,Luis Rengifo,25,2B,Pre-Arb,"$576,900"
8852,Isaac Paredes,23,3B,Pre-Arb,"$576,900"
8853,Jake Cousins,27,RP,Pre-Arb,"$570,507"
8854,Buck Farmer,31,RP,Arb 3,"$569,740"
8855,C.J. Edwards,30,RP,Arb 4,"$569,208"
8856,Mauricio Dubon,27,CF,Pre-Arb,"$565,776"
8857,Alfonso Rivas,25,1B,Pre-Arb,"$562,684"
8858,Yency Almonte,28,RP,Pre-Arb,"$561,516"
8859,Jose Azocar,26,OF,Pre-Arb,"$561,516"
8860,Spenser Watkins,29,SP,Pre-Arb,"$557,670"
8861,Andres Machado,29,RP,Pre-Arb,"$552,522"
8862,Reiver Sanmartin,26,RP,Pre-Arb,"$549,978"
8863,Michael Rucker,28,RP,Pre-Arb,"$548,120"
8864,Andrew Wantz,26,RP,Pre-Arb,"$546,132"
8865,Tyler Heineman,31,C,Pre-Arb,"$546,132"
8866,Christopher Morel,23,CF,Pre-Arb,"$542,286"
8867,Brian Serven,27,C,Pre-Arb,"$542,286"
8868,Lars Nootbaar,24,OF,Pre-Arb,"$538,625"
8869,Brandon Hughes,26,RP/CL,Pre-Arb,"$538,440"
8870,Jose Suarez,24,SP,Pre-Arb,"$538,016"
8871,Ehire Adrianza,32,SS,Vet,"$535,730"
8872,Nick Mears,25,RP,Pre-Arb,"$534,612"
8873,Diego Castillo,28,2B,Pre-Arb,"$534,594"
8874,Jake McCarthy,24,OF,Pre-Arb,"$528,683"
8875,Jorge Lopez,29,RP/CL,Arb 1,"$527,488"
8876,Dylan Lee,27,RP,Pre-Arb,"$526,902"
8877,Adley Rutschman,24,C,Pre-Arb,"$526,902"
8878,Bryse Wilson,24,SP,Pre-Arb,"$526,486"
8879,Mason Thompson,24,RP,Pre-Arb,"$524,688"
8880,Cooper Hummel,27,DH,Pre-Arb,"$523,056"
8881,P.J. Higgins,29,C,Pre-Arb,"$523,056"
8882,Spencer Torkelson,22,1B,Pre-Arb,"$523,056"
8883,George Kirby,24,SP,Pre-Arb,"$519,210"
8884,Graham Ashcraft,24,SP,Pre-Arb,"$515,364"
8885,Tommy Nance,31,RP,Pre-Arb,"$515,364"
8886,Ty Blach,31,RP,Pre-Arb,"$515,125"
8887,John King,27,RP,Pre-Arb,"$509,990"
8888,Oscar Gonzalez,24,RF,Pre-Arb,"$507,672"
8889,Nick Fortes,25,C,Pre-Arb,"$503,826"
8890,Riley Adams,26,C,Pre-Arb,"$500,907"
8891,Michael Harris,21,CF,Pre-Arb,"$499,980"
8892,Adam Oller,27,SP,Pre-Arb,"$499,980"
8893,Jose Barrero,24,SS,Pre-Arb,"$494,080"
8894,Jesus Sanchez,24,CF,Pre-Arb,"$490,896"
8895,Manuel Rodriguez,25,RP,Pre-Arb,"$484,596"
8896,Austin Pruitt,32,RP,Arb 1,"$484,596"
8897,Luis Garcia,22,SS,Pre-Arb,"$484,596"
8898,Clarke Schmidt,26,RP,Pre-Arb,"$481,545"
8899,Jimmy Lambert,27,RP,Pre-Arb,"$480,750"
8900,Nick Allen,23,SS,Pre-Arb,"$480,750"
8901,Juan Yepez,24,DH,Pre-Arb,"$480,750"
8902,Cristian Pache,23,CF,Pre-Arb,"$479,823"
8903,Jordon Adell,23,RF,Pre-Arb,"$478,676"
8904,David Peterson,26,RP,Pre-Arb,"$476,904"
8905,Akil Baddoo,23,CF,Pre-Arb,"$475,556"
8906,Jon Heasley,25,SP,Pre-Arb,"$473,058"
8907,Tyler Nevin,25,3B,Pre-Arb,"$465,366"
8908,Mark Leiter Jr.,31,RP,Pre-Arb,"$457,674"
8909,Yunior Marte,27,RP,Pre-Arb,"$457,674"
8910,Austin Wynns,31,C,Pre-Arb,"$457,674"
8911,Matt Brash,24,RP,Pre-Arb,"$453,946"
8912,Nick Maton,25,SS,Pre-Arb,"$449,982"
8913,Jack Suwinski,23,LF,Pre-Arb,"$449,982"
8914,Jacob Bird,26,RP,Pre-Arb,"$446,136"
8915,Jonah Bride,26,3B,Pre-Arb,"$438,444"
8916,Leodys Taveras,23,CF,Pre-Arb,"$438,444"
8917,Jake Woodford,25,RP,Pre-Arb,"$435,675"
8918,Braxton Garrett,24,SP,Pre-Arb,"$430,752"
8919,Josh Winder,25,SP,Pre-Arb,"$426,906"
8920,Taylor Trammell,24,RF,Pre-Arb,"$426,906"
8921,Josh Smith,24,3B,Pre-Arb,"$426,906"
8922,Kody Clemens,26,2B,Pre-Arb,"$423,060"
8923,Nelson Velazquez,23,OF,Pre-Arb,"$419,214"
8924,Riley Greene,21,CF,Pre-Arb,"$419,214"
8925,Adrian Sampson,30,SP,Pre-Arb,"$415,368"
8926,Alejo Lopez,26,2B,Pre-Arb,"$415,368"
8927,Collin Snider,26,RP,Pre-Arb,"$411,522"
8928,Oneil Cruz,23,SS,Pre-Arb,"$411,522"
8929,Trayce Thompson,31,CF,Pre-Arb,"$407,676"
8930,Sean Poppen,28,RP,Pre-Arb,"$406,026"
8931,Carlos Hernandez,25,RP,Pre-Arb,"$404,976"
8932,Justin Lawrence,27,RP,Pre-Arb,"$403,830"
8933,Pavin Smith,26,RF,Pre-Arb,"$393,228"
8934,Jason Alexander,29,RP,Pre-Arb,"$392,292"
8935,Josh Fleming,26,RP,Pre-Arb,"$388,700"
8936,Vinnie Pasquantino,24,1B,Pre-Arb,"$384,600"
8937,Trent Thornton,28,RP,Arb 1,"$384,120"
8938,Jovani Moran,25,RP,Pre-Arb,"$380,754"
8939,Ryan Feltner,25,SP,Pre-Arb,"$369,216"
8940,Zack Thompson,24,RP,Pre-Arb,"$369,216"
8941,Reyes Moronta,29,RP,Arb 2,"$362,648"
8942,Elehuris Montero,23,3B,Pre-Arb,"$361,524"
8943,Sergio Alcantara,25,3B,Pre-Arb,"$360,180"
8944,Jason Delay,27,C,Pre-Arb,"$357,678"
8945,Cal Mitchell,23,OF,Pre-Arb,"$357,678"
8946,Ian Gibaut,28,RP,Pre-Arb,"$349,986"
8947,Jose Urena,30,SP,Vet,"$349,986"
8948,Manny Banuelos,31,RP,Pre-Arb,"$349,986"
8949,Bailey Falter,25,SP,Pre-Arb,"$347,670"
8950,Christian Bethancourt,30,C,Pre-Arb,"$338,448"
8951,Tres Barrera,27,C,Pre-Arb,"$334,602"
8952,Tucupita Marcano,22,SS,Pre-Arb,"$330,756"
8953,Dan Vogelbach,29,DH,Arb 1,"$329,700"
8954,Brandon Drury,29,3B,Arb 4,"$316,480"
8955,Brayan Bello,23,SP,Pre-Arb,"$311,526"
8956,Garrett Hill,26,SP,Pre-Arb,"$311,526"
8957,Rodolfo Castro,23,SS,Pre-Arb,"$311,526"
8958,Sam Huff,24,C,Pre-Arb,"$311,526"
8959,Erich Uelmen,26,RP,Pre-Arb,"$307,680"
8960,Peter Strzelecki,27,RP,Pre-Arb,"$303,834"
8961,Lewin Diaz,25,1B,Pre-Arb,"$292,296"
8962,Jordan Weems,29,RP,Pre-Arb,"$288,450"
8963,J.J. Bleday,24,OF,Pre-Arb,"$284,604"
8964,Huascar Brazoban,32,RP,Pre-Arb,"$280,758"
8965,Robert Stephenson,29,RP,Arb 2,"$274,287"
8966,Terrin Vavra,25,SS,Pre-Arb,"$273,066"
8967,Vidal Brujan,24,2B,Pre-Arb,"$269,220"
8968,Kaleb Ort,30,RP,Pre-Arb,"$265,374"
8969,Sebastian Rivero,23,C,Pre-Arb,"$265,374"
8970,Dermis Garcia,24,3B,Pre-Arb,"$265,374"
8971,Bradley Zimmer,29,CF,Arb 1,"$264,291"
8972,Zach McKinstry,27,SS,Pre-Arb,"$261,528"
8973,Charles Leblanc,26,SS,Pre-Arb,"$261,528"
8974,David Villar,25,3B,Pre-Arb,"$261,528"
8975,Jarred Kelenic,22,LF,Pre-Arb,"$259,960"
8976,Edmundo Sosa,26,SS,Pre-Arb,"$259,512"
8977,Alan Trejo,26,SS,Pre-Arb,"$258,419"
8978,Michael Massey,24,2B,Pre-Arb,"$257,682"
8979,Cory Abbott,26,SP,Pre-Arb,"$257,682"
8980,Miguel Yajure,24,RP,Pre-Arb,"$255,684"
8981,Reese McGuire,27,C,Pre-Arb,"$254,016"
8982,Sean Bouchard,26,1B,Pre-Arb,"$253,836"
8983,Jose Siri,26,CF,Pre-Arb,"$251,420"
8984,Scott Effross,28,RP,Pre-Arb,"$250,582"
8985,Taylor Rogers,31,RP,Arb 4,"$250,000"
8986,Will Benson,24,OF,Pre-Arb,"$249,990"
8987,Rene Pinto,25,C,Pre-Arb,"$249,990"
8988,Tucker Davidson,26,SP,Pre-Arb,"$249,664"
8989,Brandon Marsh,24,LF,Pre-Arb,"$249,664"
8990,Jesse Chavez,38,RP,Vet,"$247,248"
8991,Eric Hosmer,32,1B,Vet,"$246,154"
8992,Kevin Ginkel,28,RP,Pre-Arb,"$246,144"
8993,Stuart Fairchild,26,OF,Pre-Arb,"$246,144"
8994,Austin Romine,33,C,Vet,"$246,144"
8995,Alex Young,28,RP,Pre-Arb,"$246,144"
8996,Ildemaro Vargas,30,2B,Pre-Arb,"$246,144"
8997,Sam Selman,31,RP,Pre-Arb,"$238,452"
8998,Bubba Thompson,24,OF,Pre-Arb,"$238,452"
8999,Darick Hall,26,1B,Pre-Arb,"$234,606"
9000,Gabriel Moreno,22,C,Pre-Arb,"$226,914"
9001,Yohan Ramirez,27,RP,Pre-Arb,"$226,722"
9002,Joshua Palacios,26,CF,Pre-Arb,"$223,590"
9003,Mike Baumann,26,RP,Pre-Arb,"$223,416"
9004,Jackie Bradley Jr.,32,CF,Vet,"$219,222"
9005,Jake Hager,29,OF,Pre-Arb,"$215,376"
9006,Vaughn Grissom,21,SS,Pre-Arb,"$215,376"
9007,JP Sears,26,SP,Pre-Arb,"$215,376"
9008,Nathan Eaton,25,C,Pre-Arb,"$211,530"
9009,Mark Contreras,27,OF,Pre-Arb,"$211,530"
9010,Anthony Bemboom,32,C,Pre-Arb,"$210,000"
9011,Jeff Brigham,30,RP,Pre-Arb,"$207,684"
9012,Adrian Martinez,25,SP,Pre-Arb,"$203,838"
9013,Connor Wong,26,C,Pre-Arb,"$199,992"
9014,Davis Martin,25,SP,Pre-Arb,"$199,992"
9015,Andrew Nardi,23,RP,Pre-Arb,"$199,992"
9016,Alex Call,27,OF,Pre-Arb,"$199,992"
9017,Buddy Kennedy,23,3B,Pre-Arb,"$196,146"
9018,Kyle Stowers,24,CF,Pre-Arb,"$196,146"
9019,Cole Sands,24,RP,Pre-Arb,"$196,146"
9020,CJ Abrams,21,SS,Pre-Arb,"$196,146"
9021,Chad Smith,27,P,Pre-Arb,"$192,300"
9022,Shea Langeliers,24,C,Pre-Arb,"$192,300"
9023,Mark Mathias,27,2B,Pre-Arb,"$192,300"
9024,Zach Pop,25,RP,Pre-Arb,"$192,300"
9025,Stone Garrett,26,OF,Pre-Arb,"$188,454"
9026,Romy Gonzalez,25,2B,Pre-Arb,"$188,454"
9027,Oswaldo Cabrera,23,2B,Pre-Arb,"$188,454"
9028,Tommy Henry,24,SP,Pre-Arb,"$184,608"
9029,Elvis Andrus,33,SS,Vet,"$184,608"
9030,Michael Stefanic,26,2B,Pre-Arb,"$180,762"
9031,Luis Campusano,23,C,Pre-Arb,"$180,762"
9032,Jason Vosler,28,3B,Pre-Arb,"$180,762"
9033,David Hensley,26,SS,Pre-Arb,"$176,916"
9034,Matt Thaiss,27,1B,Pre-Arb,"$176,916"
9035,Peyton Burdick,25,CF,Pre-Arb,"$176,916"
9036,Logan Gillaspie,25,RP,Pre-Arb,"$173,070"
9037,Jonathan Aranda,24,1B,Pre-Arb,"$173,070"
9038,Chuckie Robinson,27,C,Pre-Arb,"$169,224"
9039,Drew Waters,23,OF,Pre-Arb,"$169,224"
9040,Jared Koenig,28,RP,Pre-Arb,"$169,224"
9041,Kirk McCarty,26,RP,Pre-Arb,"$165,378"
9042,Jesus Tinoco,27,RP,Pre-Arb,"$165,378"
9043,Anthony Misiewicz,27,RP,Pre-Arb,"$164,976"
9044,Taylor Widener,27,RP,Pre-Arb,"$161,532"
9045,Norge Ruiz,28,RP,Pre-Arb,"$161,532"
9046,Javier Guerra,26,RP,Pre-Arb,"$158,793"
9047,Bryce Elder,23,SP,Pre-Arb,"$153,840"
9048,Miguel Vargas,22,3B,Pre-Arb,"$153,840"
9049,Scott Alexander,32,RP,Arb 3,"$153,840"
9050,Garrett Cleavinger,28,RP,Pre-Arb,"$152,139"
9051,Garrett Mitchell,23,OF,Pre-Arb,"$149,994"
9052,Zack Kelly,27,RP,Pre-Arb,"$146,148"
9053,Corbin Carroll,21,CF,Pre-Arb,"$142,302"
9054,D.L. Hall,23,RP,Pre-Arb,"$138,456"
9055,Michael Toglia,23,1B,Pre-Arb,"$138,456"
9056,Gunnar Henderson,21,SS,Pre-Arb,"$134,610"
9057,Terrance Gore,31,CF,Pre-Arb,"$134,610"
9058,Jesus Aguilar,32,1B,Arb 3,"$130,764"
9059,Spencer Steer,24,SS,Pre-Arb,"$130,764"
9060,Ryan Kreidler,24,SS,Pre-Arb,"$130,764"
9061,Hunter Brown,23,RP,Pre-Arb,"$130,764"
9062,Zack Weiss,30,RP,Pre-Arb,"$130,764"
9063,Aaron Sanchez,29,RP,Vet,"$130,764"
9064,Oswald Peraza,22,SS,Pre-Arb,"$130,764"
9065,Ken Waldichuk,24,SP,Pre-Arb,"$130,764"
9066,Johan Oviedo,24,SP,Pre-Arb,"$130,764"
9067,Ben DeLuzio,27,CF,Pre-Arb,"$130,764"
9068,Triston Casas,22,3B,Pre-Arb,"$119,226"
9069,Dalton Guthrie,26,SS,Pre-Arb,"$119,226"
9070,Hayden Wesneski,24,SP,Pre-Arb,"$115,380"
9071,Angel De Jesus,25,RP,Pre-Arb,"$115,380"
9072,Tyler Cyr,29,RP,Pre-Arb,"$111,534"
9073,Alec Burleson,23,OF,Pre-Arb,"$107,688"
9074,Jake Fishman,27,RP,Pre-Arb,"$103,842"
9075,Otto Lopez,23,SS,Pre-Arb,"$100,022"
9076,Bryan Hoeing,25,RP,Pre-Arb,"$99,996"
9077,Josh Jung,24,3B,Pre-Arb,"$99,996"
9078,Israel Pineda,22,C,Pre-Arb,"$99,996"
9079,Mark Vientos,22,3B,Pre-Arb,"$96,150"
9080,Matthew Liberatore,22,SP,Pre-Arb,"$96,150"
9081,Darwinzon Hernandez,25,RP,Pre-Arb,"$92,304"
9082,Yu-Cheng Chang,26,SS,Pre-Arb,"$89,148"
9083,Jordan Groshans,22,SS,Pre-Arb,"$84,612"
9084,Drey Jameson,24,SP,Pre-Arb,"$76,920"
9085,Frank German,24,RP,Pre-Arb,"$73,074"
9086,Livan Soto,22,SS,Pre-Arb,"$73,074"
9087,Matt Wallner,24,RF,Pre-Arb,"$73,074"
9088,A.J. Alexy,24,RP,Pre-Arb,"$73,074"
9089,Miguel Andujar,27,3B,Arb 1,"$71,430"
9090,Esteban Quiroz,30,2B,Pre-Arb,"$69,228"
9091,Carlos Perez,25,C,Pre-Arb,"$69,228"
9092,Gabriel Arias,22,SS,Pre-Arb,"$65,382"
9093,Gavin Hollowell,24,RP,Pre-Arb,"$65,382"
9094,Jordan Diaz,21,3B,Pre-Arb,"$65,382"
9095,Jharel Cotton,30,SP,Arb 1,"$65,382"
9096,Jimmy Yacabonis,30,RP,Pre-Arb,"$61,536"
9097,Maximo Castillo,23,RP,Pre-Arb,"$57,690"
9098,Rob Zastryzny,30,RP,Pre-Arb,"$57,690"
9099,Conner Capel,25,RF,Pre-Arb,"$57,690"
9100,Bryce Johnson,26,CF,Pre-Arb,"$57,690"
9101,Mark Payton,30,LF,Pre-Arb,"$53,844"
9102,Mike Siani,22,OF,Pre-Arb,"$53,844"
9103,Will Brennan,24,CF,Pre-Arb,"$53,844"
9104,Louie Varland,24,P,Pre-Arb,"$53,844"
9105,Sean Hjelle,25,RP,Pre-Arb,"$53,844"
9106,Ezequiel Tovar,20,SS,Pre-Arb,"$49,998"
9107,Shelby Miller,31,SP,Vet,"$49,998"
9108,Luis Ortiz,26,SP,Pre-Arb,"$49,998"
9109,Ernie Clement,26,2B,Pre-Arb,"$46,212"
9110,Silvino Bracho,29,RP,Arb 1,"$46,152"
9111,Ji-Hwan Bae,22,SS,Pre-Arb,"$46,152"
9112,Cole Waites,24,RP,Pre-Arb,"$46,152"
9113,Noah Davis,25,RP,Pre-Arb,"$42,306"
9114,Ford Proctor,25,SS,Pre-Arb,"$42,306"
9115,Heliot Ramos,22,OF,Pre-Arb,"$38,460"
9116,Yennier Cano,28,RP,Pre-Arb,"$30,768"
9117,Brandon Dixon,30,1B,Arb 1,"$30,768"
9118,Logan O'Hoppe,22,C,Pre-Arb,"$26,922"
9119,Bryan Garcia,27,RP,Pre-Arb,"$23,076"
9120,Nash Walters,25,SP,Pre-Arb,"$23,076"
9121,Brendon Davis,24,SS,Pre-Arb,"$19,230"
9122,Francisco Alvarez,20,C,Pre-Arb,"$19,230"
9123,Bo Naylor,22,C,Pre-Arb,"$15,384"
9124,Junior Fernandez,25,RP,Pre-Arb,"$15,384"
9125,Yerry Rodriguez,24,SP,Pre-Arb,"$15,384"
9126,Andrew Vasquez,28,RP,Pre-Arb,"$8,792"
9127,Nate Mondou,27,2B,Pre-Arb,"$7,692"
9128,Tommy Pham,34,LF,Vet,-
9495,Max Scherzer,37,SP,Vet,"$43,333,333"
9496,Mike Trout,30,CF,Vet,"$37,116,666"
9497,Anthony Rendon,32,3B,Vet,"$36,571,428"
9498,Gerrit Cole,31,SP,Vet,"$36,000,000"
9499,Carlos Correa,27,SS,Vet,"$35,100,000"
9500,Francisco Lindor,28,SS,Vet,"$34,100,000"
9501,Corey Seager,28,SS,Vet,"$33,000,000"
9502,Miguel Cabrera,39,DH,Vet,"$32,000,000"
9503,Manny Machado,29,3B,Vet,"$32,000,000"
9504,George Springer,32,CF,Vet,"$29,666,666"
9505,Nolan Arenado,31,3B,Vet,"$29,429,500"
9506,Jose Altuve,32,2B,Vet,"$29,000,000"
9507,Giancarlo Stanton,32,RF,Vet,"$29,000,000"
9508,Bryce Harper,29,DH,Vet,"$27,538,462"
9509,Freddie Freeman,32,1B,Vet,"$27,000,000"
9510,Paul Goldschmidt,34,1B,Vet,"$26,250,000"
9511,Zack Wheeler,32,SP,Vet,"$26,000,000"
9512,Marcus Stroman,31,SP,Vet,"$25,000,000"
9513,Justin Verlander,39,SP,Vet,"$25,000,000"
9514,Marcus Semien,31,2B,Vet,"$25,000,000"
9515,J.T. Realmuto,31,C,Vet,"$23,875,000"
9516,Patrick Corbin,32,SP,Vet,"$23,416,666"
9517,Josh Donaldson,36,DH,Vet,"$23,000,000"
9518,Mookie Betts,29,RF,Vet,"$22,500,000"
9519,Wil Myers,31,RF,Vet,"$22,500,000"
9520,Jose Ramirez,29,3B,Vet,"$22,000,000"
9521,Christian Yelich,30,LF,Vet,"$22,000,000"
9522,Trea Turner,29,SS,Arb 4,"$21,000,000"
9523,Robbie Ray,30,SP,Vet,"$21,000,000"
9524,Kevin Gausman,31,SP,Vet,"$21,000,000"
9525,Jacob deGrom,34,SP,Vet,"$20,500,000"
9526,Charlie Morton,38,SP,Vet,"$20,000,000"
9527,Xander Bogaerts,29,SS,Vet,"$20,000,000"
9528,Javier Baez,29,SS,Vet,"$20,000,000"
9529,Justin Turner,37,3B,Vet,"$20,000,000"
9530,Nick Castellanos,30,RF,Vet,"$20,000,000"
9531,Yu Darvish,35,SP,Vet,"$20,000,000"
9532,Jose Abreu,35,1B,Vet,"$19,666,668"
9533,J.D. Martinez,34,DH,Vet,"$19,350,000"
9534,Aaron Judge,30,CF,Arb 3,"$19,000,000"
9535,Kyle Schwarber,29,LF,Vet,"$19,000,000"
9536,Lance Lynn,35,SP,Vet,"$18,500,000"
9537,Yasmani Grandal,33,C,Vet,"$18,250,000"
9538,Madison Bumgarner,32,SP,Vet,"$18,000,000"
9539,Salvador Perez,32,C,Vet,"$18,000,000"
9540,Aroldis Chapman,34,RP,Vet,"$18,000,000"
9541,Adam Wainwright,40,SP,Vet,"$17,500,000"
9542,Clayton Kershaw,34,SP,Vet,"$17,300,000"
9543,Nathan Eovaldi,32,SP,Vet,"$17,000,000"
9544,Cody Bellinger,26,CF,Arb 3,"$17,000,000"
9545,Miles Mikolas,33,SP,Vet,"$16,750,000"
9546,Kenley Jansen,34,RP/CL,Vet,"$16,000,000"
9547,Marcell Ozuna,31,DH,Vet,"$16,000,000"
9548,David Price,36,RP,Vet,"$16,000,000"
9549,Craig Kimbrel,34,RP/CL,Vet,"$16,000,000"
9550,Anthony Rizzo,32,1B,Vet,"$16,000,000"
9551,Brandon Crawford,35,SS,Vet,"$16,000,000"
9552,Yusei Kikuchi,31,RP,Pre-Arb,"$16,000,000"
9553,Lance McCullers,28,SP,Vet,"$15,833,333"
9554,Starling Marte,33,RF,Vet,"$15,750,000"
9555,Aaron Nola,29,SP,Vet,"$15,500,000"
9556,Ronald Acuna Jr.,24,RF,Vet,"$15,000,000"
9557,Matt Olson,28,1B,Vet,"$15,000,000"
9558,Chris Taylor,31,LF,Vet,"$15,000,000"
9559,D.J. LeMahieu,33,3B,Vet,"$15,000,000"
9560,Jon Gray,30,SP,Vet,"$15,000,000"
9561,Jean Segura,32,2B,Vet,"$14,850,000"
9562,A.J. Pollock,34,LF,Vet,"$14,500,000"
9563,Eduardo Rodriguez,29,SP,Vet,"$14,000,000"
9564,Yoan Moncada,27,3B,Vet,"$13,800,000"
9565,Liam Hendriks,33,RP/CL,Vet,"$13,333,333"
9566,Blake Snell,29,SP,Vet,"$13,100,000"
9567,Zack Greinke,38,SP,Vet,"$13,000,000"
9568,Max Muncy,31,DH,Vet,"$13,000,000"
9569,Corey Kluber,36,SP,Vet,"$13,000,000"
9570,Alex Bregman,28,3B,Vet,"$12,666,666"
9571,Mark Canha,33,LF,Vet,"$12,666,666"
9572,Matt Chapman,29,3B,Vet,"$12,500,000"
9573,Avisail Garcia,31,RF,Vet,"$12,000,000"
9574,Carlos Carrasco,35,SP,Vet,"$12,000,000"
9575,Nelson Cruz,41,DH,Vet,"$12,000,000"
9576,Luis Severino,28,SP,Vet,"$11,500,000"
9577,German Marquez,27,SP,Vet,"$11,300,000"
9578,Eugenio Suarez,30,3B,Vet,"$11,285,714"
9579,Rafael Devers,25,3B,Arb 2,"$11,200,000"
9580,Aaron Hicks,32,CF,Vet,"$10,785,714"
9581,Jose Berrios,28,SP,Vet,"$10,714,285"
9582,Teoscar Hernandez,29,DH,Arb 2,"$10,650,000"
9583,Randal Grichuk,30,RF,Vet,"$10,333,333"
9584,Edwin Diaz,28,RP/CL,Arb 3,"$10,200,000"
9585,Dansby Swanson,28,SS,Arb 3,"$10,000,000"
9586,Wade Miley,35,SP,Vet,"$10,000,000"
9587,Ryan Pressly,33,RP/CL,Vet,"$10,000,000"
9588,Eduardo Escobar,33,3B,Vet,"$10,000,000"
9589,Ke'Bryan Hayes,25,3B,Vet,"$10,000,000"
9590,Yadier Molina,39,C,Vet,"$10,000,000"
9591,Sean Manaea,30,SP,Arb 4,"$9,750,000"
9592,Willson Contreras,30,C,Arb 3,"$9,625,000"
9593,Eddie Rosario,30,LF,Vet,"$9,000,000"
9594,Gary Sanchez,29,C,Arb 3,"$9,000,000"
9595,Alex Cobb,34,SP,Vet,"$9,000,000"
9596,Chris Bassitt,33,SP,Arb 3,"$8,650,000"
9597,Joe Musgrove,29,SP,Arb 3,"$8,625,000"
9598,Tyler Anderson,32,SP,Vet,"$8,500,000"
9599,Andrew Heaney,31,SP,Vet,"$8,500,000"
9600,Kolten Wong,31,2B,Vet,"$8,500,000"
9601,Andrew McCutchen,35,DH,Vet,"$8,500,000"
9602,Mike Clevinger,31,SP,Vet,"$8,500,000"
9603,Steven Matz,31,RP,Vet,"$8,500,000"
9604,James McCann,32,C,Vet,"$8,150,000"
9605,Matt Barnes,32,RP,Vet,"$8,125,000"
9606,Travis d'Arnaud,33,C,Vet,"$8,000,000"
9607,Seiya Suzuki,27,RF,Vet,"$8,000,000"
9608,Kendall Graveman,31,RP,Vet,"$8,000,000"
9609,Yulieski Gurriel,38,1B,Vet,"$8,000,000"
9610,Hector Neris,33,RP,Vet,"$8,000,000"
9611,Julio Urias,25,SP,Arb 2,"$8,000,000"
9612,Kyle Gibson,34,SP,Vet,"$8,000,000"
9613,Adam Frazier,30,2B,Arb 3,"$8,000,000"
9614,Vladimir Guerrero Jr.,23,1B,Arb 1,"$7,900,000"
9615,Tucker Barnhart,31,C,Vet,"$7,750,000"
9616,Trevor May,32,RP,Vet,"$7,750,000"
9617,Mitch Haniger,31,RF,Arb 3,"$7,750,000"
9618,Rhys Hoskins,29,1B,Arb 2,"$7,700,000"
9619,Hunter Renfroe,30,RF,Arb 3,"$7,650,000"
9620,Jonathan Schoop,30,2B,Vet,"$7,500,000"
9621,Aaron Loup,34,RP,Vet,"$7,500,000"
9622,Lucas Giolito,27,SP,Arb 2,"$7,450,000"
9623,Pete Alonso,27,1B,Arb 1,"$7,400,000"
9624,Noah Syndergaard,29,SP,Vet,"$7,384,640"
9625,Eloy Jimenez,25,LF,Vet,"$7,333,333"
9626,Jurickson Profar,29,LF,Vet,"$7,333,333"
9627,C.J. Cron,32,1B,Vet,"$7,250,000"
9628,Mark Melancon,37,RP/CL,Vet,"$7,000,000"
9629,Enrique Hernandez,30,CF,Vet,"$7,000,000"
9630,Michael Wacha,31,SP,Vet,"$7,000,000"
9631,Joe Kelly,34,RP,Vet,"$7,000,000"
9632,Kyle Freeland,29,SP,Vet,"$7,000,000"
9633,Ryan Tepera,34,RP,Vet,"$7,000,000"
9634,Brandon Nimmo,29,CF,Arb 3,"$7,000,000"
9635,Taijuan Walker,29,SP,Vet,"$7,000,000"
9636,Ha-seong Kim,26,SS,Pre-Arb,"$7,000,000"
9637,Max Fried,28,SP,Arb 2,"$6,850,000"
9638,Ian Happ,27,LF,Arb 2,"$6,850,000"
9639,Brandon Woodruff,29,SP,Arb 2,"$6,800,000"
9640,Michael Lorenzen,30,SP,Vet,"$6,750,000"
